Age,Attrition,Department,EducationField,Gender,JobRole,MaritalStatus,NumCompaniesWorked,YearsAtCompany
42,No,Sales,Marketing,Male,Sales Executive,Single,7,6
35,No,Research & Development,Medical,Male,Laboratory Technician,Married,6,8
24,No,Research & Development,Medical,Male,Laboratory Technician,Single,8,4
28,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,1
26,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,8
30,No,Sales,Marketing,Male,Sales Executive,Married,1,10
40,No,Research & Development,Medical,Female,Research Scientist,Married,3,1
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,2,7
34,No,Research & Development,Medical,Male,Healthcare Representative,Single,0,13
35,No,Research & Development,Other,Male,Laboratory Technician,Married,1,2
43,Yes,Sales,Marketing,Female,Sales Executive,Single,8,4
32,No,Sales,Life Sciences,Female,Sales Representative,Divorced,1,1
56,No,Research & Development,Technical Degree,Female,Manager,Divorced,4,5
29,No,Research & Development,Medical,Female,Laboratory Technician,Married,1,10
19,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,1
45,No,Research & Development,Medical,Female,Research Scientist,Married,4,3
37,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,14
20,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,2
44,Yes,Research & Development,Life Sciences,Male,Research Scientist,Single,1,6
53,No,Research & Development,Medical,Female,Manager,Divorced,3,7
29,No,Research & Development,Life Sciences,Female,Research Scientist,Married,0,5
22,Yes,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
46,No,Sales,Marketing,Female,Manager,Married,8,26
44,No,Research & Development,Life Sciences,Male,Research Scientist,Single,2,0
33,No,Human Resources,Human Resources,Male,Human Resources,Married,1,5
41,Yes,Research & Development,Life Sciences,Male,Research Scientist,Divorced,6,1
30,No,Sales,Life Sciences,Male,Sales Executive,Divorced,8,4
40,No,Sales,Medical,Male,Sales Executive,Married,5,0
50,No,Research & Development,Medical,Female,Manager,Married,2,2
28,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,6
46,No,Research & Development,Life Sciences,Male,Research Director,Married,5,4
35,No,Sales,Life Sciences,Male,Sales Executive,Married,3,7
24,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,1
33,No,Sales,Medical,Female,Sales Executive,Married,1,10
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,7
30,No,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,10
44,No,Research & Development,Other,Male,Research Scientist,Single,1,20
20,No,Sales,Marketing,Male,Sales Representative,Single,1,2
46,No,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,2,6
42,No,Human Resources,Medical,Male,Human Resources,Married,7,4
60,No,Sales,Marketing,Male,Sales Executive,Divorced,0,11
32,No,Research & Development,Other,Female,Laboratory Technician,Married,1,2
32,No,Research & Development,Life Sciences,Female,Research Scientist,Single,4,8
36,No,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,2,7
33,No,Research & Development,Medical,Male,Research Scientist,Married,0,14
40,No,Sales,Technical Degree,Female,Sales Executive,Divorced,7,5
25,No,Sales,Life Sciences,Male,Sales Executive,Single,0,4
30,No,Research & Development,Medical,Male,Research Scientist,Married,0,11
42,No,Research & Development,Medical,Female,Research Director,Married,3,1
35,No,Sales,Marketing,Female,Sales Executive,Married,4,13
27,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,9
54,No,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,7,5
44,No,Research & Development,Life Sciences,Female,Research Scientist,Married,1,10
19,Yes,Research & Development,Medical,Female,Research Scientist,Single,1,1
29,No,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,3
54,No,Research & Development,Life Sciences,Male,Research Director,Married,3,10
31,No,Research & Development,Medical,Male,Healthcare Representative,Married,1,6
31,No,Research & Development,Medical,Female,Healthcare Representative,Single,1,10
59,No,Sales,Life Sciences,Female,Sales Executive,Single,5,6
43,No,Research & Development,Life Sciences,Male,Research Director,Married,3,8
49,No,Research & Development,Medical,Male,Manager,Married,2,1
36,No,Research & Development,Technical Degree,Male,Research Scientist,Married,1,11
48,No,Research & Development,Technical Degree,Male,Laboratory Technician,Single,5,1
27,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,5
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,6
48,No,Research & Development,Life Sciences,Male,Research Director,Single,6,1
29,No,Research & Development,Life Sciences,Female,Research Director,Divorced,3,7
34,No,Research & Development,Technical Degree,Female,Research Scientist,Married,0,1
44,No,Sales,Marketing,Male,Manager,Married,7,22
33,No,Sales,Marketing,Male,Sales Executive,Divorced,0,9
19,No,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
23,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,1
25,Yes,Sales,Life Sciences,Male,Sales Representative,Single,1,1
26,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,8
45,Yes,Sales,Marketing,Female,Manager,Single,2,24
55,No,Research & Development,Medical,Male,Healthcare Representative,Divorced,1,33
21,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1,2
46,No,Sales,Marketing,Female,Manager,Married,2,11
34,No,Sales,Marketing,Female,Sales Executive,Single,0,3
51,No,Sales,Life Sciences,Male,Manager,Divorced,4,29
59,No,Research & Development,Medical,Male,Manufacturing Director,Single,6,9
34,No,Research & Development,Medical,Female,Laboratory Technician,Divorced,4,11
28,No,Research & Development,Medical,Male,Laboratory Technician,Single,0,4
44,No,Research & Development,Life Sciences,Male,Manager,Divorced,1,25
34,No,Human Resources,Life Sciences,Male,Human Resources,Married,4,10
35,No,Research & Development,Life Sciences,Male,Research Scientist,Married,0,3
42,No,Research & Development,Medical,Female,Research Scientist,Married,6,1
43,No,Sales,Marketing,Female,Sales Executive,Single,3,21
36,No,Research & Development,Life Sciences,Female,Manufacturing Director,Single,9,16
44,Yes,Research & Development,Medical,Female,Healthcare Representative,Married,1,10
28,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,2
51,No,Research & Development,Medical,Female,Laboratory Technician,Single,0,7
30,No,Research & Development,Medical,Female,Manufacturing Director,Single,7,8
29,Yes,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,3,7
28,No,Research & Development,Technical Degree,Male,Research Scientist,Single,2,3
25,No,Research & Development,Medical,Female,Research Scientist,Single,1,2
32,No,Sales,Medical,Male,Sales Executive,Married,1,10
45,No,Research & Development,Medical,Female,Manager,Single,3,0
39,No,Research & Development,Medical,Female,Manager,Divorced,6,19
58,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,2
32,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,10
39,Yes,Research & Development,Medical,Male,Research Scientist,Single,0,5
30,No,Research & Development,Technical Degree,Female,Laboratory Technician,Married,0,9
36,No,Research & Development,Technical Degree,Female,Healthcare Representative,Married,3,7
46,No,Human Resources,Life Sciences,Female,Human Resources,Single,6,7
28,No,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,9
50,No,Research & Development,Life Sciences,Female,Research Director,Married,4,3
40,Yes,Sales,Marketing,Male,Sales Executive,Single,2,5
52,Yes,Sales,Life Sciences,Male,Sales Executive,Single,9,8
30,No,Research & Development,Medical,Female,Manager,Married,1,9
39,No,Research & Development,Life Sciences,Male,Manufacturing Director,Single,0,8
31,No,Sales,Life Sciences,Female,Sales Executive,Divorced,1,10
41,No,Sales,Medical,Male,Sales Executive,Single,1,19
31,Yes,Sales,Life Sciences,Female,Sales Representative,Single,1,3
44,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Married,4,3
42,No,Research & Development,Life Sciences,Male,Manager,Married,0,20
55,No,Research & Development,Medical,Female,Manager,Married,4,19
56,No,Human Resources,Life Sciences,Male,Manager,Single,6,7
40,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,9,4
34,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,9
40,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,9
41,No,Sales,Marketing,Female,Sales Executive,Divorced,0,9
35,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,9
51,No,Human Resources,Life Sciences,Male,Manager,Divorced,1,33
38,No,Sales,Life Sciences,Female,Sales Executive,Divorced,3,7
34,No,Sales,Medical,Female,Sales Executive,Single,1,10
25,No,Research & Development,Medical,Male,Laboratory Technician,Married,3,3
58,Yes,Research & Development,Medical,Female,Manufacturing Director,Married,7,10
40,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,3,4
36,No,Sales,Marketing,Female,Sales Executive,Married,2,15
48,No,Research & Development,Life Sciences,Male,Manufacturing Director,Single,1,10
27,No,Sales,Medical,Female,Sales Representative,Married,8,1
51,No,Research & Development,Technical Degree,Female,Manufacturing Director,Single,3,5
18,No,Research & Development,Life Sciences,Female,Laboratory Technician,Single,1,0
35,No,Research & Development,Medical,Female,Laboratory Technician,Married,0,9
27,No,Sales,Life Sciences,Male,Sales Executive,Single,3,6
55,Yes,Sales,Marketing,Male,Sales Executive,Single,6,19
56,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,4,19
34,No,Research & Development,Technical Degree,Female,Research Scientist,Divorced,1,5
40,No,Research & Development,Medical,Female,Healthcare Representative,Divorced,5,12
34,No,Research & Development,Medical,Male,Laboratory Technician,Married,4,8
31,Yes,Sales,Life Sciences,Female,Sales Representative,Single,7,1
35,Yes,Sales,Marketing,Female,Sales Executive,Married,0,4
38,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,4
34,No,Research & Development,Technical Degree,Female,Healthcare Representative,Single,1,14
28,No,Sales,Life Sciences,Male,Sales Executive,Married,1,5
31,Yes,Research & Development,Medical,Male,Manufacturing Director,Married,1,10
39,No,Sales,Life Sciences,Male,Sales Executive,Married,3,5
51,No,Sales,Marketing,Male,Sales Executive,Married,2,4
41,No,Research & Development,Life Sciences,Female,Research Scientist,Divorced,3,6
37,No,Research & Development,Life Sciences,Male,Research Scientist,Married,7,6
33,No,Sales,Life Sciences,Male,Sales Executive,Married,6,5
32,No,Sales,Marketing,Male,Sales Executive,Married,0,3
39,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3,6
25,No,Sales,Life Sciences,Male,Sales Executive,Married,2,3
52,No,Research & Development,Medical,Female,Manufacturing Director,Married,2,5
43,No,Research & Development,Medical,Female,Research Scientist,Single,1,20
27,No,Sales,Marketing,Female,Sales Executive,Married,1,6
27,Yes,Research & Development,Life Sciences,Female,Research Scientist,Single,1,8
26,No,Research & Development,Medical,Male,Research Scientist,Single,0,4
42,No,Human Resources,Human Resources,Female,Manager,Married,0,20
52,No,Research & Development,Other,Female,Laboratory Technician,Married,9,5
37,No,Research & Development,Medical,Female,Laboratory Technician,Single,4,3
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,Single,2,2
25,No,Research & Development,Technical Degree,Male,Laboratory Technician,Married,4,3
26,No,Research & Development,Other,Male,Laboratory Technician,Single,0,7
29,No,Human Resources,Other,Male,Human Resources,Single,1,10
49,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3,4
29,Yes,Research & Development,Other,Female,Healthcare Representative,Single,0,8
54,No,Research & Development,Medical,Female,Research Director,Single,6,20
58,No,Research & Development,Medical,Female,Research Director,Married,3,9
55,No,Research & Development,Medical,Male,Research Director,Divorced,2,7
36,No,Sales,Marketing,Female,Sales Executive,Single,3,5
31,Yes,Sales,Life Sciences,Female,Sales Representative,Single,1,1
30,No,Sales,Marketing,Female,Sales Executive,Divorced,7,3
31,No,Research & Development,Life Sciences,Female,Research Director,Single,3,3
34,No,Research & Development,Other,Male,Research Scientist,Divorced,5,4
31,Yes,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
27,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,5
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,10
36,No,Sales,Marketing,Female,Sales Executive,Married,4,3
47,No,Research & Development,Technical Degree,Male,Research Scientist,Married,7,6
25,Yes,Sales,Life Sciences,Male,Sales Representative,Married,3,3
37,No,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,6
56,No,Research & Development,Life Sciences,Female,Research Scientist,Married,2,3
47,No,Research & Development,Medical,Female,Research Director,Married,3,20
24,No,Sales,Medical,Female,Sales Executive,Married,1,5
32,No,Sales,Marketing,Male,Sales Executive,Married,4,4
34,No,Research & Development,Life Sciences,Female,Laboratory Technician,Married,5,5
41,No,Research & Development,Medical,Male,Research Scientist,Married,2,4
40,No,Research & Development,Other,Male,Laboratory Technician,Divorced,3,8
31,No,Sales,Life Sciences,Male,Sales Executive,Divorced,1,13
46,Yes,Sales,Marketing,Male,Sales Executive,Divorced,4,7
39,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,Single,2,1
31,Yes,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,10
45,No,Research & Development,Medical,Male,Healthcare Representative,Divorced,2,7
31,No,Human Resources,Medical,Female,Human Resources,Single,9,3
31,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Married,6,2
45,No,Research & Development,Technical Degree,Male,Manufacturing Director,Married,4,3
48,No,Sales,Marketing,Male,Sales Executive,Divorced,4,2
34,Yes,Human Resources,Technical Degree,Female,Human Resources,Married,1,2
40,No,Research & Development,Medical,Male,Research Director,Divorced,2,9
28,No,Sales,Medical,Male,Sales Executive,Single,0,5
44,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3,5
53,No,Research & Development,Medical,Male,Research Director,Single,4,9
49,No,Research & Development,Technical Degree,Male,Healthcare Representative,Married,2,3
40,No,Research & Development,Medical,Male,Research Scientist,Divorced,2,3
44,No,Research & Development,Life Sciences,Male,Research Scientist,Single,1,5
33,No,Sales,Medical,Male,Sales Executive,Married,0,4
34,No,Sales,Other,Male,Sales Executive,Single,3,13
30,No,Sales,Life Sciences,Male,Sales Executive,Married,8,2
42,No,Research & Development,Medical,Female,Laboratory Technician,Single,1,12
44,No,Sales,Marketing,Female,Sales Executive,Married,7,1
30,No,Research & Development,Technical Degree,Male,Research Scientist,Divorced,1,1
57,No,Research & Development,Life Sciences,Male,Research Scientist,Married,0,12
49,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,3,8
34,No,Research & Development,Medical,Male,Research Director,Divorced,7,14
28,Yes,Sales,Technical Degree,Male,Sales Representative,Married,3,3
29,Yes,Sales,Technical Degree,Female,Sales Executive,Single,5,5
34,Yes,Sales,Medical,Female,Sales Executive,Single,0,15
35,No,Sales,Life Sciences,Male,Sales Representative,Married,1,1
24,Yes,Research & Development,Medical,Male,Laboratory Technician,Single,2,0
24,No,Sales,Life Sciences,Female,Sales Representative,Married,1,1
44,No,Research & Development,Medical,Male,Manufacturing Director,Single,5,2
29,No,Sales,Life Sciences,Male,Sales Executive,Divorced,1,10
30,No,Human Resources,Life Sciences,Male,Human Resources,Divorced,0,5
55,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,0,3
33,No,Research & Development,Medical,Female,Laboratory Technician,Married,8,5
47,No,Sales,Medical,Female,Sales Executive,Married,3,5
28,Yes,Research & Development,Medical,Male,Laboratory Technician,Single,7,0
28,No,Research & Development,Life Sciences,Male,Research Scientist,Divorced,1,1
28,No,Sales,Life Sciences,Male,Sales Executive,Single,0,4
49,No,Research & Development,Medical,Female,Laboratory Technician,Married,4,3
29,No,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,3
28,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1,8
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,Single,2,0
32,No,Research & Development,Medical,Male,Manager,Single,2,5
54,No,Research & Development,Medical,Female,Manager,Divorced,3,14
29,Yes,Research & Development,Technical Degree,Male,Research Scientist,Single,6,9
44,No,Research & Development,Life Sciences,Male,Research Director,Married,3,20
39,No,Research & Development,Life Sciences,Female,Manufacturing Director,Single,4,2
46,No,Sales,Life Sciences,Female,Manager,Married,8,13
35,No,Research & Development,Life Sciences,Female,Healthcare Representative,Single,1,11
23,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,4
40,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3,5
34,No,Sales,Technical Degree,Male,Sales Executive,Married,1,10
31,Yes,Research & Development,Life Sciences,Female,Research Scientist,Single,1,7
50,No,Research & Development,Medical,Male,Research Director,Single,1,32
34,No,Sales,Technical Degree,Male,Sales Representative,Married,0,11
42,No,Research & Development,Medical,Male,Laboratory Technician,Married,4,1
37,No,Research & Development,Medical,Male,Research Scientist,Married,1,10
29,No,Research & Development,Other,Female,Healthcare Representative,Married,3,7
33,No,Research & Development,Life Sciences,Male,Manufacturing Director,Single,1,5
45,No,Research & Development,Technical Degree,Male,Research Scientist,Married,4,5
42,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,2,20
40,No,Sales,Medical,Male,Sales Executive,Married,0,8
33,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,15
40,No,Human Resources,Medical,Male,Manager,Single,1,21
24,No,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,0,1
40,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,3,2
45,No,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,1,10
35,No,Sales,Life Sciences,Female,Sales Representative,Married,0,5
32,No,Research & Development,Life Sciences,Female,Research Scientist,Married,3,7
36,No,Sales,Life Sciences,Male,Sales Representative,Single,3,3
48,No,Sales,Life Sciences,Female,Sales Executive,Divorced,8,8
29,No,Research & Development,Life Sciences,Male,Research Scientist,Married,6,1
33,No,Sales,Life Sciences,Male,Sales Executive,Married,2,2
30,Yes,Sales,Life Sciences,Male,Sales Executive,Married,1,10
38,No,Human Resources,Human Resources,Male,Human Resources,Married,3,6
35,No,Research & Development,Medical,Male,Laboratory Technician,Single,1,3
30,No,Sales,Technical Degree,Male,Sales Executive,Married,3,4
35,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,1,1
53,Yes,Research & Development,Technical Degree,Female,Manufacturing Director,Married,0,33
38,Yes,Research & Development,Medical,Male,Manufacturing Director,Married,4,5
32,No,Research & Development,Technical Degree,Male,Research Scientist,Married,4,6
48,No,Research & Development,Other,Female,Research Scientist,Married,8,8
34,No,Research & Development,Medical,Male,Research Scientist,Single,1,1
55,No,Sales,Marketing,Male,Manager,Married,1,36
34,No,Research & Development,Life Sciences,Male,Research Scientist,Married,9,2
26,No,Research & Development,Life Sciences,Female,Research Scientist,Married,1,1
38,No,Sales,Life Sciences,Male,Sales Executive,Married,0,9
38,No,Sales,Life Sciences,Female,Sales Executive,Single,2,3
36,No,Sales,Life Sciences,Female,Sales Executive,Single,6,1
29,No,Research & Development,Medical,Male,Laboratory Technician,Single,1,10
35,No,Research & Development,Medical,Female,Healthcare Representative,Single,3,5
39,No,Sales,Medical,Male,Sales Executive,Married,2,7
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,1,6
50,No,Sales,Marketing,Male,Manager,Married,4,1
23,No,Research & Development,Technical Degree,Male,Research Scientist,Married,2,2
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,3,3
42,No,Research & Development,Other,Male,Manager,Single,8,1
35,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,10
34,No,Research & Development,Technical Degree,Male,Healthcare Representative,Married,1,8
40,No,Sales,Life Sciences,Female,Sales Executive,Married,1,5
43,No,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,5,6
35,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,1
46,No,Sales,Life Sciences,Male,Manager,Single,1,26
28,Yes,Research & Development,Medical,Male,Laboratory Technician,Married,1,1
22,No,Research & Development,Other,Female,Research Scientist,Married,1,4
50,No,Research & Development,Medical,Male,Healthcare Representative,Married,2,30
32,No,Research & Development,Other,Female,Research Scientist,Married,3,3
44,No,Research & Development,Medical,Female,Research Director,Divorced,0,22
30,No,Research & Development,Medical,Male,Research Scientist,Married,1,6
45,No,Research & Development,Medical,Female,Laboratory Technician,Single,1,10
45,No,Sales,Marketing,Male,Sales Executive,Married,1,10
31,No,Sales,Other,Male,Sales Executive,Single,7,5
36,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,9,3
34,No,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,1,9
49,No,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,9
39,No,Research & Development,Medical,Male,Manufacturing Director,Married,2,7
27,No,Research & Development,Other,Male,Laboratory Technician,Divorced,1,7
35,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,16
28,No,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,5
21,No,Research & Development,Medical,Male,Research Scientist,Single,1,2
18,Yes,Sales,Medical,Female,Sales Representative,Single,1,0
47,No,Human Resources,Life Sciences,Female,Manager,Married,3,5
39,No,Research & Development,Medical,Male,Laboratory Technician,Divorced,0,10
40,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,18
35,No,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1,14
37,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,3,4
39,No,Research & Development,Medical,Female,Manufacturing Director,Single,0,9
45,No,Research & Development,Other,Female,Manufacturing Director,Divorced,1,10
38,No,Research & Development,Medical,Female,Manufacturing Director,Married,3,5
35,Yes,Sales,Medical,Male,Sales Executive,Married,9,13
37,No,Research & Development,Medical,Female,Research Scientist,Married,1,8
40,No,Research & Development,Life Sciences,Female,Manufacturing Director,Single,6,4
44,No,Human Resources,Human Resources,Male,Human Resources,Married,4,10
48,No,Research & Development,Medical,Male,Manager,Married,2,2
35,Yes,Sales,Medical,Male,Sales Executive,Divorced,6,2
24,No,Research & Development,Technical Degree,Female,Research Scientist,Single,1,6
27,No,Research & Development,Medical,Female,Research Scientist,Married,7,3
27,No,Research & Development,Medical,Male,Research Scientist,Single,2,4
40,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Single,3,4
29,No,Sales,Medical,Male,Sales Executive,Single,9,5
36,No,Research & Development,Life Sciences,Female,Healthcare Representative,Married,4,3
25,No,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,1,7
39,No,Research & Development,Medical,Male,Manufacturing Director,Married,4,5
49,No,Research & Development,Other,Female,Research Director,Married,3,4
50,No,Research & Development,Life Sciences,Female,Research Director,Divorced,5,14
20,No,Sales,Medical,Female,Sales Representative,Single,1,2
34,No,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,11
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,Single,2,4
49,No,Research & Development,Life Sciences,Female,Healthcare Representative,Married,2,15
36,No,Research & Development,Medical,Female,Manufacturing Director,Married,0,3
36,No,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,6,5
54,No,Research & Development,Medical,Female,Manager,Married,3,10
43,No,Research & Development,Life Sciences,Male,Research Director,Married,1,14
35,Yes,Sales,Other,Male,Sales Executive,Single,3,11
38,No,Research & Development,Life Sciences,Male,Research Scientist,Married,7,13
29,No,Sales,Medical,Male,Sales Executive,Divorced,1,10
33,No,Sales,Medical,Male,Sales Executive,Divorced,1,6
32,No,Research & Development,Medical,Male,Research Scientist,Divorced,0,9
31,No,Sales,Life Sciences,Female,Sales Executive,Married,1,10
49,No,Research & Development,Medical,Female,Laboratory Technician,Divorced,4,2
38,No,Research & Development,Medical,Female,Laboratory Technician,Single,1,4
47,No,Sales,Life Sciences,Female,Manager,Divorced,6,3
49,No,Research & Development,Life Sciences,Male,Manager,Single,4,8
41,No,Sales,Life Sciences,Male,Sales Executive,Single,3,2
20,No,Sales,Life Sciences,Male,Sales Representative,Single,1,2
33,No,Sales,Life Sciences,Female,Sales Executive,Divorced,1,6
36,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,6,3
44,No,Human Resources,Life Sciences,Female,Human Resources,Divorced,4,2
23,Yes,Research & Development,Medical,Male,Laboratory Technician,Single,1,5
38,No,Research & Development,Medical,Female,Laboratory Technician,Married,7,0
53,No,Research & Development,Medical,Male,Healthcare Representative,Married,3,4
48,Yes,Sales,Medical,Female,Sales Representative,Married,2,9
32,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,1
26,No,Research & Development,Medical,Male,Laboratory Technician,Single,1,7
55,No,Research & Development,Technical Degree,Male,Research Scientist,Divorced,5,4
34,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,15
60,No,Research & Development,Medical,Male,Healthcare Representative,Divorced,3,1
33,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,14
37,No,Sales,Medical,Male,Sales Executive,Divorced,1,6
34,No,Research & Development,Life Sciences,Female,Research Scientist,Married,1,10
23,Yes,Sales,Life Sciences,Male,Sales Representative,Divorced,1,3
44,No,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1,8
35,No,Research & Development,Medical,Male,Research Scientist,Single,0,5
43,No,Sales,Medical,Male,Sales Executive,Married,1,10
24,No,Research & Development,Medical,Male,Research Scientist,Married,1,5
41,No,Sales,Marketing,Male,Sales Executive,Single,1,10
29,No,Research & Development,Medical,Female,Laboratory Technician,Married,9,5
36,No,Sales,Life Sciences,Female,Sales Representative,Single,3,13
45,No,Research & Development,Life Sciences,Male,Healthcare Representative,Married,3,23
24,Yes,Human Resources,Human Resources,Male,Human Resources,Married,1,1
47,Yes,Sales,Life Sciences,Male,Sales Executive,Married,7,23
26,No,Research & Development,Medical,Male,Laboratory Technician,Married,1,3
45,No,Research & Development,Technical Degree,Female,Research Director,Single,1,21
32,No,Research & Development,Life Sciences,Male,Research Scientist,Married,6,5
31,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,5
41,No,Human Resources,Human Resources,Male,Human Resources,Married,6,3
40,No,Research & Development,Life Sciences,Female,Manufacturing Director,Married,2,1
24,No,Research & Development,Medical,Male,Laboratory Technician,Divorced,1,6
46,No,Research & Development,Life Sciences,Male,Healthcare Representative,Single,6,10
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,Married,2,7
30,No,Research & Development,Life Sciences,Male,Research Scientist,Married,1,10
47,No,Sales,Marketing,Male,Sales Executive,Married,7,1
46,No,Sales,Life Sciences,Male,Sales Executive,Divorced,4,10
36,Yes,Sales,Marketing,Male,Sales Executive,Divorced,5,2
32,Yes,Sales,Life Sciences,Male,Sales Executive,Single,6,0
23,No,Research & Development,Medical,Female,Laboratory Technician,Single,1,3
31,No,Research & Development,Technical Degree,Female,Manufacturing Director,Single,2,5
39,No,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,9
32,No,Sales,Life Sciences,Male,Sales Executive,Married,3,4
40,No,Sales,Medical,Male,Manager,Single,1,21
45,No,Human Resources,Life Sciences,Female,Human Resources,Married,4,5
30,No,Research & Development,Technical Degree,Female,Research Scientist,Single,0,9
24,No,Human Resources,Medical,Male,Human Resources,Married,0,2
30,Yes,Human Resources,Human Resources,Female,Human Resources,Divorced,6,4
31,No,Sales,Technical Degree,Male,Sales Executive,Married,1,5
27,No,Research & Development,Medical,Female,Research Scientist,Single,1,6
29,Yes,Sales,Marketing,Female,Sales Representative,Single,1,2
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,Single,8,3
30,No,Sales,Marketing,Male,Sales Executive,Divorced,2,7
34,No,Research & Development,Medical,Male,Research Scientist,Married,0,5
33,No,Sales,Marketing,Female,Sales Executive,Single,8,11
49,No,Sales,Marketing,Female,Sales Executive,Single,3,5
33,Yes,Sales,Life Sciences,Female,Sales Executive,Single,2,0
38,No,Research & Development,Medical,Female,Laboratory Technician,Married,4,6
31,Yes,Sales,Marketing,Male,Sales Executive,Married,2,1
29,No,Research & Development,Technical Degree,Female,Research Scientist,Divorced,1,1
